,Recency,Frequency,Monetary
0,-0.3870967741935484,1.25,2.7572163119228645
1,0.20161290322580644,0.5,0.8599774997546114
2,-0.25806451612903225,-0.25,0.8300098910474694
3,2.096774193548387,-0.25,-0.24452783461564598
4,-0.11290322580645161,1.5,0.6698353253852599
5,1.2419354838709677,-0.25,-0.42981509026524617
6,1.467741935483871,-0.25,0.31797830009891054
7,1.3225806451612903,-0.25,-0.1501476106702506
8,-0.22580645161290322,0.25,1.6257333343400557
9,-0.13709677419354838,-0.25,4.1900364685185325
10,-0.3951612903225806,0.0,0.3849203053389005
11,0.056451612903225805,0.5,4.218622350747113
12,0.016129032258064516,0.25,1.5129527419342659
13,1.9112903225806452,-0.25,-0.353631373496523
14,-0.3790322580645161,2.0,3.394909508241281
15,0.47580645161290325,0.0,-0.08023074077150169
16,-0.3467741935483871,0.5,0.4944315667872216
17,1.9435483870967742,0.0,-0.2548794575779769
18,-0.3709677419354839,-0.25,-0.36948725111934944
19,0.008064516129032258,0.5,2.180130320213224
20,-0.04838709677419355,0.0,0.9284748910852215
21,0.1693548387096774,0.25,0.4830606374062804
22,2.1048387096774195,-0.25,-0.22172557251043842
23,-0.20161290322580644,-0.25,0.06392938849165299
24,-0.3225806451612903,0.0,-0.15315267700067195
25,2.1370967741935485,0.0,0.7322848319654491
26,0.6370967741935484,-0.25,2.5296618167815583
27,0.25,0.0,0.14499067523387416
28,-0.23387096774193547,0.5,1.557122686740711
29,-0.3709677419354839,0.75,0.8650513805939158
30,1.0806451612903225,0.75,0.8917421079256737
31,-0.1774193548387097,0.0,-0.06953934900296732
32,2.314516129032258,0.0,-0.19356251368513247
33,-0.28225806451612906,1.0,1.602500698413657
34,0.23387096774193547,-0.25,-0.0818616310412781
35,-0.23387096774193547,-0.25,-0.1490225984008215
36,0.1774193548387097,0.5,0.697915329613494
37,0.10483870967741936,0.0,0.463761769213926
38,-0.25,2.5,1.7668128930936329
39,-0.12096774193548387,0.0,1.3225614037736988
40,-0.04032258064516129,-0.25,0.7379778470738356
41,0.5564516129032258,0.5,0.34006327250213303
42,2.0403225806451615,-0.25,-0.43336378668559306
43,2.2016129032258065,-0.25,-0.32667638153771805
44,-0.008064516129032258,-0.25,-0.1876731877109398
45,0.7903225806451613,-0.25,0.7944021201573508
46,-0.22580645161290322,0.0,1.980089547956479
47,-0.008064516129032258,0.75,0.7926881752905022
48,-0.14516129032258066,0.75,1.6492453357293329
49,0.22580645161290322,0.25,7.851430426674116
50,2.0806451612903225,0.0,0.017230053683471417
51,0.1935483870967742,0.25,0.42933186351864583
52,0.12903225806451613,0.25,0.027098449899201908
53,1.346774193548387,0.25,-0.07237075572132919
54,-0.20967741935483872,4.75,92.92087162024418
55,-0.3790322580645161,1.75,2.20512975393188
56,0.5,-0.25,0.00779203128893188
57,0.10483870967741936,-0.25,-0.04369426847776024
58,-0.28225806451612906,0.5,0.11175373556926374
59,0.3629032258064516,0.25,0.10970757231412755
60,-0.4032258064516129,1.5,0.8991415174829925
61,0.9032258064516129,0.0,0.8325845835566998
62,0.22580645161290322,-0.25,0.08980467068852264
63,1.1612903225806452,-0.25,-0.05702830651676568
64,-0.23387096774193547,0.25,0.03783514417523002
65,-0.20161290322580644,1.75,5.4506013907869795
66,-0.33064516129032256,0.5,2.334694925364119
67,-0.056451612903225805,-0.25,-0.3034210943575727
68,-0.12096774193548387,3.25,4.347628791253595
69,-0.06451612903225806,0.75,3.3229842271769736
70,-0.4032258064516129,1.25,9.602327038801597
71,0.27419354838709675,0.0,0.08073661877184898
72,0.23387096774193547,0.0,5.414880363628127
73,0.3951612903225806,-0.25,-0.11268998739080208
74,-0.3951612903225806,4.0,3.20016912936131
75,-0.2903225806451613,0.0,1.6977794220910127
76,2.5483870967741935,-0.25,-0.36597630678858073
77,-0.3790322580645161,-0.25,-0.36710131905800986
78,-0.23387096774193547,0.75,3.282317676283382
79,-0.22580645161290322,-0.25,-0.39629123471984173
80,0.056451612903225805,-0.25,0.2597721283873062
81,1.5564516129032258,-0.25,-0.13724394645243612
82,-0.04838709677419355,-0.25,-0.15766027649630407
83,-0.22580645161290322,0.5,2.573960118692569
84,0.8548387096774194,0.0,-0.34760613999984896
85,-0.3225806451612903,0.75,6.248167136050981
86,-0.27419354838709675,0.0,-0.1734255491041429
87,0.6774193548387096,-0.25,0.03686869068202928
88,0.18548387096774194,1.0,1.3655685842211367
89,-0.04838709677419355,0.25,1.8843049462787764
90,0.12903225806451613,1.25,0.9509902373096351
91,0.1693548387096774,0.0,0.21831278361257295
92,0.3548387096774194,0.0,0.12731514689338055
93,-0.25806451612903225,0.0,0.35166071442054314
94,0.024193548387096774,0.5,0.48728132102111843
95,-0.3225806451612903,1.5,0.418134593749764
96,-0.2661290322580645,0.0,0.057103810695922096
97,1.1048387096774193,0.0,0.04966664904902484
98,-0.3870967741935484,7.0,13.653164002627545
99,-0.14516129032258066,1.25,4.206503929992524
100,-0.1693548387096774,0.75,1.6535188722695802
101,-0.2661290322580645,4.0,4.876218448691135
102,0.024193548387096774,-0.25,0.049168321466593175
103,-0.28225806451612906,2.25,4.445927682097204
104,-0.22580645161290322,1.0,9.406876920637556
105,-0.3790322580645161,-0.25,0.01716209992223071
106,-0.31451612903225806,-0.25,-0.1366323626012699
107,-0.1774193548387097,0.5,1.9807539847330549
108,-0.22580645161290322,2.0,3.7243191410644574
109,-0.2661290322580645,1.5,1.260066594686016
110,-0.14516129032258066,1.0,2.8971029046457724
111,-0.33064516129032256,0.25,0.48352876331704964
112,2.306451612903226,-0.25,-0.24412766246611747
113,-0.3629032258064516,2.0,3.59374976404944
114,-0.0967741935483871,-0.25,-0.14939256887868743
115,0.10483870967741936,0.0,-0.29827925975702757
116,0.9274193548387096,0.0,-0.18231994140875693
117,-0.28225806451612906,1.25,0.363243055503122
118,0.25,-0.25,0.2905702830651676
119,-0.23387096774193547,0.25,-0.19220343846031876
120,-0.21774193548387097,2.25,2.6788958268840175
121,2.306451612903226,-0.25,1.0807819212793426
122,0.3629032258064516,0.75,2.314663666633948
123,-0.25806451612903225,0.0,-0.41093904547616705
124,1.467741935483871,-0.25,-0.4415182380344752
125,0.6774193548387096,0.25,0.4528740665795851
126,-0.1935483870967742,0.0,-0.19630331538850676
127,1.8870967741935485,-0.25,-0.3637489335034694
128,0.7419354838709677,0.0,0.24486760342184943
129,0.12903225806451613,0.0,-0.3927953912249043
130,0.5,-0.25,-0.05396283684301928
131,1.75,-0.25,0.271377120723632
132,2.443548387096774,-0.25,-0.20730427429158202
133,0.21774193548387097,0.0,0.49364632332399594
134,-0.1774193548387097,0.75,1.3640811518917575
135,-0.4032258064516129,0.75,1.0560241009339866
136,0.10483870967741936,-0.25,-0.2396653654779792
137,0.23387096774193547,0.75,1.4528891674154165
138,0.7419354838709677,-0.25,-0.044230348149770116
139,-0.08870967741935484,0.0,-0.35150215564431486
140,-0.25,2.25,0.8209644903845427
141,-0.33064516129032256,1.5,2.8898922555363438
142,-0.4032258064516129,0.25,0.4971195155651866
143,0.25,0.25,-0.23372318657837712
144,-0.33064516129032256,1.0,0.9543879253716693
145,0.07258064516129033,0.5,0.7288946943213306
146,-0.2903225806451613,-0.25,-0.40246747657482834
147,-0.16129032258064516,-0.25,-0.23287753977182638
148,0.6451612903225806,-0.25,0.32536260882039825
149,0.33064516129032256,0.0,0.04386037767190416
150,-0.056451612903225805,0.25,2.603806920713061
151,-0.1693548387096774,-0.25,-0.2222163496749545
152,-0.22580645161290322,0.5,2.411784692282718
153,-0.25,3.75,9.55186759587143
154,-0.1693548387096774,0.25,0.24381809533157656
155,-0.11290322580645161,-0.25,-0.2284454444553506
156,0.20161290322580644,0.0,0.25832244814750494
157,-0.03225806451612903,0.0,0.3648663953549829
158,1.185483870967742,0.0,-0.3401161254275424
159,0.9354838709677419,-0.25,-0.4251338311575545
160,0.23387096774193547,-0.25,0.23147316203951893
161,2.475806451612903,-0.25,-0.3701667887317563
162,-0.0967741935483871,0.0,-0.16644141253218364
163,-0.3387096774193548,2.0,2.2605875735221943
164,0.0,0.0,-0.04118752972977051
165,-0.27419354838709675,0.75,8.556662111247856
166,2.096774193548387,0.0,-0.092152850660284
167,-0.3629032258064516,0.25,1.0896234606585478
168,2.032258064516129,-0.25,-0.3166720777995062
169,-0.3387096774193548,1.25,2.358357935111708
170,1.7016129032258065,-0.25,-0.15203521514915852
171,1.9193548387096775,-0.25,-0.3979749779150276
172,0.2903225806451613,-0.25,-0.23524082057941906
173,-0.22580645161290322,2.0,6.385146817876369
174,-0.3870967741935484,7.5,2.572223522571974
175,-0.08870967741935484,0.0,-0.10468654440023253
176,-0.3387096774193548,0.0,0.2615917791049734
177,1.4274193548387097,-0.25,-0.3757994004968175
178,2.1370967741935485,-0.25,-0.3320749303473947
179,-0.12096774193548387,0.75,0.4898107110228551
180,-0.12096774193548387,0.25,-0.04746192701766044
181,-0.23387096774193547,0.0,1.581888057503983
182,0.22580645161290322,-0.25,-0.18690304508354533
183,1.5806451612903225,-0.25,-0.1831429369615608
184,-0.08870967741935484,-0.25,-0.3477344971044147
185,1.5161290322580645,0.0,-0.11091563918062862
186,-0.3870967741935484,3.25,4.929728260459216
187,-0.3790322580645161,1.75,0.9329975914166849
188,1.4838709677419355,0.0,1.0000906050149876
189,-0.2661290322580645,-0.25,-0.3611515897404921
190,-0.3467741935483871,-0.25,-0.3882877917292722
191,-0.08870967741935484,-0.25,-0.33475532870744396
192,-0.1774193548387097,0.0,-0.008743383946301458
193,1.2983870967741935,0.0,6.948740212770777
194,2.153225806451613,-0.25,-0.15509313440498929
195,0.3387096774193548,0.0,-0.1666075217263275
196,0.46774193548387094,0.25,-0.18133083666180919
197,-0.10483870967741936,2.0,2.0098910474694773
198,0.008064516129032258,0.0,-0.030194121244610895
199,-0.25,0.5,2.283903264045665
200,-0.33064516129032256,1.5,1.7701350769765105
201,-0.1693548387096774,1.25,0.2826272434179231
202,-0.1774193548387097,2.0,1.4517792559818186
203,1.1209677419354838,0.75,-0.0669722069116526
204,0.06451612903225806,-0.25,-0.38140181059021616
205,-0.23387096774193547,-0.25,0.06111308260912245
206,0.23387096774193547,0.0,-0.3050972871348429
207,0.22580645161290322,0.25,0.35380503310858247
208,-0.22580645161290322,0.75,1.056854646904706
209,0.016129032258064516,-0.25,0.40399266099378595
210,0.1935483870967742,-0.25,-0.011076463082231655
211,0.056451612903225805,0.75,1.933450616491623
212,1.8306451612903225,-0.25,-0.2587226202970334
213,-0.3870967741935484,0.5,1.2329303926972357
214,0.3629032258064516,0.0,-0.0007625922094787877
215,-0.1693548387096774,-0.25,-0.22857380155991636
216,-0.23387096774193547,-0.25,-0.3631373496523032
217,-0.27419354838709675,1.75,1.9303020922208045
218,-0.2903225806451613,0.25,0.5142967163232486
219,-0.3951612903225806,4.5,9.780667909968816
220,1.467741935483871,-0.25,-0.361030783053842
221,1.8225806451612903,-0.25,-0.2666505591084466
222,0.45161290322580644,0.0,-0.01293386588947698
223,1.2983870967741935,0.0,1.4769070468050407
224,-0.21774193548387097,1.75,4.326457419418164
225,-0.3225806451612903,1.25,2.8844635050550043
226,-0.3709677419354839,0.25,0.08407390349055821
227,-0.33064516129032256,0.0,0.462553702347425
228,0.056451612903225805,-0.25,-0.013409542218161768
229,0.06451612903225806,0.5,1.119251300559486
230,0.31451612903225806,0.0,0.778387683758296
231,0.13709677419354838,1.5,3.9979387359090324
232,-0.13709677419354838,-0.25,0.010140211260693328
233,1.5161290322580645,-0.25,-0.12998799483551413
234,-0.21774193548387097,0.25,0.38984317781989225
235,0.5241935483870968,-0.25,-0.35665154066277566
236,-0.20161290322580644,0.25,0.26803983600492287
